Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,BuildingArea_missing
Thomastown,4 Charlton Pl,3,h,750000.0,S,HAR,2017-09-16,15.3,3074,3,2,2,536.0,169.0,1980,-37.67666,144.99161,Northern Metropolitan,7955,0
Thornbury,119A Harold St,4,h,1605000.0,PI,McGrath,2017-09-16,7.0,3071,4,2,2,348.0,92.0,1930,-37.75582,144.98951,Northern Metropolitan,8870,0
Thornbury,108 Normanby Av,3,h,1300000.0,SP,Love,2017-09-16,7.0,3071,3,1,2,531.0,204.73469387755102,2010,-37.75832,144.99017,Northern Metropolitan,8870,1
Toorak,13 Kyeamba Gr,3,h,2076000.0,S,Jellis,2017-09-16,4.1,3142,3,1,2,302.0,147.08030816326533,1900,-37.84213,145.02527,Southern Metropolitan,7217,1
Vermont,1 Marina St,5,h,1150000.0,PI,Jellis,2017-09-16,17.2,3133,5,2,2,599.0,235.0,2011,-37.84158,145.19762,Eastern Metropolitan,4181,0
Viewbank,2 Country La,3,h,1009000.0,S,Jellis,2017-09-16,8.9,3084,3,2,2,663.0,136.0,1980,-37.7417,145.0958,Eastern Metropolitan,2698,0
Wallan,14 Danaher Av,3,h,366000.0,S,Ray,2017-09-16,44.2,3756,3,1,1,502.0,77.0,1978,-37.40853,144.97749,Northern Victoria,3988,0
Wantirna,78 Raheen Av,3,h,1070000.0,S,Buxton,2017-09-16,14.7,3152,3,2,2,673.0,191.3877551020408,1950,-37.86345,145.22871,Eastern Metropolitan,5424,1
Wantirna South,12 McLean Ct,4,h,1440000.0,S,Ray,2017-09-16,14.7,3152,4,3,6,717.0,247.0,1985,-37.87831,145.24575,Eastern Metropolitan,7082,0
Wantirna South,20 Mingana Rd,4,h,1060000.0,SP,Ray,2017-09-16,14.7,3152,4,2,3,729.0,173.0,1970,-37.85728,145.24839,Eastern Metropolitan,7082,0
Watsonia,12 Manfred St,3,h,792000.0,S,Buckingham,2017-09-16,14.5,3087,3,1,2,571.0,124.0,1960,-37.71502,145.08844,Northern Metropolitan,2329,0
Watsonia North,306 Grimshaw St,4,h,920000.0,PI,Barry,2017-09-16,14.5,3087,4,2,2,966.0,198.71428571428572,1950,-37.7023,145.08357,Northern Metropolitan,1442,1
Werribee,81 Parramatta Rd,3,h,470000.0,S,Reliance,2017-09-16,14.7,3030,3,1,2,640.0,125.0,1985,-37.88537,144.65337,Western Metropolitan,16166,0
Werribee,1/4 Tedesco Ct,3,h,515000.0,SP,YPA,2017-09-16,14.7,3030,3,2,1,251.0,194.0,2012,-37.90918,144.68325,Western Metropolitan,16166,0
Werribee,94 Wattle Av,4,h,603500.0,SP,YPA,2017-09-16,14.7,3030,4,2,4,650.0,184.0,1994,-37.90336,144.67918,Western Metropolitan,16166,0
West Footscray,15 Alberta St,3,h,870000.0,SP,Jas,2017-09-16,6.4,3012,3,1,2,417.0,109.0,1950,-37.79644,144.86388,Western Metropolitan,5058,0
West Footscray,127 Stanhope St,4,h,1060000.0,S,Douglas,2017-09-16,6.4,3012,3,3,2,512.0,512.0,1920,-37.79487,144.86353,Western Metropolitan,5058,0
West Melbourne,199 Hawke St,3,t,1500000.0,SP,Joseph,2017-09-16,3.1,3003,3,2,1,862.0,209.0,1920,-37.80947000000001,144.94473,Northern Metropolitan,2230,0
Wheelers Hill,65 Cootamundra Dr,3,h,950000.0,S,Jellis,2017-09-16,16.7,3150,3,2,2,651.0,176.96836734693878,1965,-37.91057,145.1719,South-Eastern Metropolitan,7392,1
Wheelers Hill,7 Meadowbrook Dr,4,h,1211000.0,S,C21,2017-09-16,16.7,3150,4,3,4,653.0,206.48979591836735,1950,-37.90667,145.17368000000005,South-Eastern Metropolitan,7392,1
Williams Landing,22 Bushlark Cr,3,h,555000.0,SP,hockingstuart,2017-09-16,17.6,3027,3,2,2,265.0,25.0,2014,-37.85504,144.73516,Western Metropolitan,1999,0
Williamstown North,52a Florence St,3,h,1190000.0,S,Williams,2017-09-16,6.8,3016,3,2,2,297.0,153.67214489795919,2005,-37.85537,144.87578,Western Metropolitan,802,1
Windsor,5 Gladstone St,3,h,1425000.0,S,Jellis,2017-09-16,4.6,3181,3,1,1,188.0,150.0,1907,-37.85277,144.98485,Southern Metropolitan,4380,0
Windsor,73 Lewisham Rd,3,h,1970000.0,PI,Marshall,2017-09-16,4.6,3181,3,2,0,362.0,151.53755102040816,1895,-37.85327,144.99947,Southern Metropolitan,4380,1
Windsor,14 McIlwrick St,2,h,1300000.0,VB,hockingstuart,2017-09-16,4.6,3181,2,1,1,258.0,133.7061224489796,1950,-37.85591,144.99356,Southern Metropolitan,4380,1
Yarraville,9 Hawkhurst St,3,h,1190000.0,SP,Jas,2017-09-16,6.3,3013,3,1,2,515.0,89.0,1955,-37.82067,144.87725,Western Metropolitan,6543,0
Abbotsford,67 Stafford St,3,h,1000000.0,PI,Biggin,2017-08-19,3.0,3067,3,1,2,196.0,117.40816326530613,1900,-37.80094,144.99569,Northern Metropolitan,4019,1
Albanvale,35 Angelique Gr,3,h,506000.0,S,hockingstuart,2017-08-19,14.0,3021,3,1,2,544.0,120.0,1980,-37.74965,144.77008999999995,Western Metropolitan,1899,0
Altona North,83 Seventh Av,3,h,880000.0,PI,hockingstuart,2017-08-19,9.4,3025,3,1,2,563.0,172.1634693877551,1960,-37.83879,144.84787,Western Metropolitan,5132,1
Ardeer,721 Ballarat Rd,3,h,730000.0,SP,HAR,2017-08-19,12.8,3022,3,2,2,739.0,112.0,1970,-37.77245,144.8001,Western Metropolitan,1281,0
Armadale,18A New St,2,h,1460000.0,S,Jellis,2017-08-19,6.3,3143,2,1,1,181.0,80.0,1930,-37.8542,145.01506,Southern Metropolitan,4836,0
Armadale,28 New St,2,h,1726000.0,S,Marshall,2017-08-19,6.3,3143,2,2,2,269.0,128.0,1910,-37.85425,145.01545,Southern Metropolitan,4836,0
Ashburton,21 Warner Av,4,h,1920000.0,S,Jellis,2017-08-19,10.2,3147,4,3,2,391.0,203.0,2016,-37.86664,145.08597,Southern Metropolitan,3052,0
Ashwood,33 Douglas St,3,h,1575000.0,S,Jellis,2017-08-19,10.2,3147,3,1,2,787.0,115.0,1955,-37.86394,145.09702,Southern Metropolitan,2894,0
Aspendale,6 Foam St,4,h,1362000.0,S,hockingstuart,2017-08-19,21.5,3195,4,2,3,549.0,184.42857142857142,1960,-38.01695,145.09933999999996,South-Eastern Metropolitan,2824,1
Balwyn,15 Grey St,4,h,2115000.0,S,Jellis,2017-08-19,7.9,3103,4,2,2,766.0,184.87755102040816,2000,-37.80455,145.06478,Southern Metropolitan,5682,1
Balwyn,17 Percy St,5,h,2562000.0,S,Marshall,2017-08-19,7.9,3103,5,3,2,671.0,211.20408163265307,2005,-37.81016,145.07341,Southern Metropolitan,5682,1
Balwyn,6 Yandilla St,6,h,2100000.0,PI,Jellis,2017-08-19,7.9,3103,6,3,2,845.0,214.28571428571428,1975,-37.80708,145.09698999999995,Southern Metropolitan,5682,1
Balwyn North,137 Doncaster Rd,3,h,1900000.0,PI,Noel,2017-08-19,9.7,3104,3,1,1,912.0,181.6326530612245,2000,-37.79351,145.07655,Southern Metropolitan,7809,1
Balwyn North,58 Fortuna Av,4,h,2000000.0,PI,hockingstuart,2017-08-19,9.7,3104,4,3,4,958.0,255.0,2015,-37.78662,145.07683,Southern Metropolitan,7809,0
Balwyn North,15 Highbury St,4,h,2400000.0,S,Fletchers,2017-08-19,9.7,3104,4,2,2,746.0,165.90551020408162,1955,-37.79483,145.07296000000005,Southern Metropolitan,7809,1
Balwyn North,8 Hillview Rd,4,h,2270000.0,PI,Barry,2017-08-19,9.7,3104,4,2,2,654.0,334.0,2010,-37.78458,145.07912,Southern Metropolitan,7809,0
Balwyn North,11 Minerva Av,5,h,2600000.0,VB,Jellis,2017-08-19,9.7,3104,5,4,2,708.0,207.85714285714286,1930,-37.78787,145.08468,Southern Metropolitan,7809,1
Balwyn North,40 Reading Av,3,h,2321000.0,S,Fletchers,2017-08-19,9.7,3104,3,1,2,923.0,176.6122448979592,1950,-37.80081,145.09319,Southern Metropolitan,7809,1
Balwyn North,16 Riverview Rd,3,h,1890000.0,S,Fletchers,2017-08-19,9.7,3104,3,2,1,632.0,144.0,1940,-37.79094,145.07899,Southern Metropolitan,7809,0
Bentleigh,210 Centre Rd,4,h,1895000.0,S,Jellis,2017-08-19,11.4,3204,4,2,2,557.0,220.0,1920,-37.91741,145.02873,Southern Metropolitan,6795,0
Bentleigh East,17 Gowrie St,4,h,1115000.0,S,Ray,2017-08-19,13.8,3165,4,1,2,579.0,148.6265306122449,2000,-37.91524,145.07686,Southern Metropolitan,10969,1
Bentleigh East,77A Orange St,3,t,1280000.0,SP,Buxton,2017-08-19,13.8,3165,3,2,2,335.0,239.0,2013,-37.91783,145.0816,Southern Metropolitan,10969,0
Bentleigh East,1/87 Orange St,2,u,690000.0,S,Jellis,2017-08-19,13.8,3165,2,2,1,212.0,121.04081632653062,2008,-37.91786,145.08243000000004,Southern Metropolitan,10969,1
Bentleigh East,41 Shrewsbury St,4,h,1595000.0,S,Jellis,2017-08-19,13.8,3165,4,1,2,581.0,167.0,1960,-37.91291,145.05996000000005,Southern Metropolitan,10969,0
Blackburn,2A Kerr St,3,t,881000.0,S,Jellis,2017-08-19,13.4,3130,3,1,1,300.0,147.65173673469388,1945,-37.81156,145.14057,Eastern Metropolitan,5713,1
Blackburn North,22 Greenglade Ct,4,h,1300000.0,S,Noel,2017-08-19,13.4,3130,4,2,2,543.0,186.20204081632653,2006,-37.80651,145.16457,Eastern Metropolitan,2867,1
Briar Hill,4/129 Mountain View Rd,2,t,625000.0,S,Barry,2017-08-19,16.1,3088,2,2,1,189.0,114.87755102040816,1986,-37.70835,145.11795,Eastern Metropolitan,1390,1
Brighton,6 Harwood St,4,h,3100000.0,VB,Marshall,2017-08-19,10.5,3186,4,4,4,753.0,193.50408163265308,1997,-37.89293,144.99138,Southern Metropolitan,10579,1
Brighton,2A Hillcrest Av,4,h,1850000.0,VB,Jellis,2017-08-19,10.5,3186,4,3,3,421.0,170.0,2000,-37.90542,145.00603999999996,Southern Metropolitan,10579,0
Brighton,34 Moffat St,4,h,2770000.0,S,Nick,2017-08-19,10.5,3186,4,3,2,560.0,189.0226530612245,2000,-37.92314,144.99777,Southern Metropolitan,10579,1
Brighton East,11A Taylor St,4,h,1300000.0,S,Hodges,2017-08-19,10.3,3187,4,3,2,221.0,133.04836734693876,1960,-37.90381,145.01822,Southern Metropolitan,6938,1
Broadmeadows,48 Electric St,3,h,637000.0,S,Stockdale,2017-08-19,14.0,3047,3,1,5,670.0,183.22448979591837,1980,-37.69215,144.91654,Northern Metropolitan,4294,1
Broadmeadows,46 Meredith St,3,h,1335000.0,S,YPA,2017-08-19,14.0,3047,3,1,1,697.0,150.45448979591836,2000,-37.6882,144.92541,Northern Metropolitan,4294,1
Brunswick,37 Dunstan Ave,3,h,905000.0,S,Walshe,2017-08-19,5.2,3056,3,1,1,277.0,131.84081632653061,1885,-37.7592,144.97321000000005,Northern Metropolitan,11918,1
Brunswick East,7/226 Glenlyon Rd,1,u,320000.0,S,Jellis,2017-08-19,4.0,3057,1,1,1,682.0,34.0,1980,-37.7734,144.97686000000004,Northern Metropolitan,5533,0
Bulleen,5 Amberley Ct,3,h,1230000.0,S,Barry,2017-08-19,10.8,3105,3,1,1,757.0,197.5673469387755,1970,-37.78094,145.10131,Eastern Metropolitan,4480,1
Bulleen,3 England St,4,h,1240000.0,S,Purplebricks,2017-08-19,10.8,3105,4,2,2,602.0,170.0,1970,-37.76012,145.0854,Eastern Metropolitan,4480,0
Bundoora,567 Grimshaw St,3,h,1234000.0,S,Barry,2017-08-19,12.1,3083,3,1,2,896.0,139.0,1965,-37.70042,145.0614,Northern Metropolitan,10175,0
Burwood,8 Murray Dr,3,h,1588000.0,S,Buxton,2017-08-19,10.4,3125,3,2,2,708.0,178.44897959183675,2002,-37.84625,145.10116000000005,Southern Metropolitan,5678,1
Burwood East,61 Newhaven Rd,3,h,1000000.0,VB,Fletchers,2017-08-19,14.7,3151,4,2,2,788.0,108.0,1960,-37.85985,145.15656,Eastern Metropolitan,4048,0
Campbellfield,2 Augusta Av,4,h,650000.0,VB,Raine,2017-08-19,16.6,3061,4,2,4,688.0,175.0,1970,-37.6714,144.95458,Northern Metropolitan,1889,0
Canterbury,34 Maysia St,5,h,2550000.0,PI,RT,2017-08-19,8.4,3126,5,2,4,692.0,178.3387755102041,2010,-37.83254,145.07907,Southern Metropolitan,3265,1
Caroline Springs,24 Highbury Cl,3,h,700000.0,S,Bells,2017-08-19,14.8,3023,3,2,3,660.0,166.22040816326532,1950,-37.73881,144.73543,Western Metropolitan,7719,1
Caulfield South,37 Saturn St,5,h,2450000.0,PI,Gary,2017-08-19,8.7,3162,5,4,2,554.0,312.0,2017,-37.89718,145.01657,Southern Metropolitan,5051,0
Chelsea Heights,3 Third Av,3,h,710000.0,SP,hockingstuart,2017-08-19,27.0,3196,3,1,1,650.0,138.0,1960,-38.04513,145.1346,South-Eastern Metropolitan,2076,0
Cheltenham,2/41 Harpley St,2,t,955000.0,SP,Greg,2017-08-19,17.9,3192,2,2,1,836.0,112.0,2009,-37.97342,145.07201,Southern Metropolitan,9758,0
Cheltenham,6 Shadwell St,3,h,1230000.0,S,Buxton,2017-08-19,17.9,3192,3,1,1,584.0,133.0,1960,-37.96402,145.06658000000004,Southern Metropolitan,9758,0
Clarinda,13 Dyer Ct,5,h,883300.0,S,Gary,2017-08-19,17.5,3169,5,2,2,402.0,177.0,1980,-37.94452,145.11108000000004,South-Eastern Metropolitan,2727,0
Clarinda,6 Rosewall Pl,3,h,790000.0,S,C21,2017-08-19,17.5,3169,3,1,2,532.0,114.0,1975,-37.93765,145.10583,South-Eastern Metropolitan,2727,0
Coburg,269 Bell St,3,h,880000.0,S,Nelson,2017-08-19,6.7,3058,3,1,1,379.0,107.0,1910,-37.73999,144.95141,Northern Metropolitan,11204,0
Coburg,4 Jamieson St,3,h,1070000.0,S,Nelson,2017-08-19,6.7,3058,3,1,2,392.0,98.0,1920,-37.74671,144.95141999999996,Northern Metropolitan,11204,0
Coburg,13 Jessie St,5,h,1500000.0,VB,Nelson,2017-08-19,6.7,3058,5,3,4,900.0,180.0,1888,-37.75402,144.95991,Northern Metropolitan,11204,0
Coburg,87 Nicholson St,4,h,1085000.0,S,Brad,2017-08-19,6.7,3058,4,2,1,430.0,155.0,1920,-37.7505,144.97648999999996,Northern Metropolitan,11204,0
Craigieburn,5 Brookedge Ct,4,h,640000.0,PI,YPA,2017-08-19,20.6,3064,4,2,2,480.0,162.26204081632653,1950,-37.60859,144.92138,Northern Metropolitan,15510,1
Craigieburn,7 Eve Ct,3,h,582500.0,S,YPA,2017-08-19,20.6,3064,3,1,0,947.0,132.0,1972,-37.59604,144.94021999999995,Northern Metropolitan,15510,0
Craigieburn,13 Eveline St,4,h,480000.0,SP,Ray,2017-08-19,20.6,3064,4,2,2,312.0,148.0,2015,-37.56857,144.91693999999995,Northern Metropolitan,15510,0
Craigieburn,73 Mareeba Wy,4,h,523000.0,S,Barry,2017-08-19,20.6,3064,4,2,2,484.0,159.0,2009,-37.58012,144.91998,Northern Metropolitan,15510,0
Craigieburn,3 Pembury St,3,h,485000.0,S,Ray,2017-08-19,20.6,3064,3,2,1,321.0,150.0,2013,-37.56937,144.90524,Northern Metropolitan,15510,0
Craigieburn,27 Vantage Bvd,4,h,800000.0,SA,HAR,2017-08-19,20.6,3064,4,2,2,511.0,195.52061224489796,1970,-37.59372000000001,144.89449,Northern Metropolitan,15510,1
Craigieburn,32 Viewside Cr,4,h,632000.0,S,Ray,2017-08-19,20.6,3064,4,2,2,448.0,163.46448979591838,2014,-37.57565,144.91365,Northern Metropolitan,15510,1
Dallas,29 Kilmore Cr,3,h,475000.0,S,Barry,2017-08-19,14.0,3047,3,1,2,560.0,108.0,1965,-37.67345,144.92526,Northern Metropolitan,2246,0
Deer Park,4 Blackley Ct,3,h,635000.0,S,HAR,2017-08-19,14.8,3023,3,1,2,712.0,199.53061224489795,1960,-37.76172,144.77265,Western Metropolitan,6388,1
Dingley Village,12 Campbell Gr,3,h,871000.0,S,Ray,2017-08-19,22.2,3172,3,2,2,534.0,134.9591836734694,1978,-37.98068,145.12493999999995,South-Eastern Metropolitan,3940,1
Dingley Village,11 Evelyn Ct,4,h,970000.0,PI,Barry,2017-08-19,22.2,3172,4,2,2,364.0,210.0,1995,-37.96853,145.12948,South-Eastern Metropolitan,3940,0
Doncaster,93 Church Rd,4,h,1200000.0,VB,Fletchers,2017-08-19,12.4,3108,4,2,1,650.0,180.82551020408164,1970,-37.78911,145.13724,Eastern Metropolitan,9028,1
Doncaster,70 Wetherby Rd,3,h,1410000.0,S,Jellis,2017-08-19,12.4,3108,3,1,2,723.0,174.0122448979592,1950,-37.79309,145.14287,Eastern Metropolitan,9028,1
Doncaster East,80 Gedye St,4,h,1320000.0,SP,Jellis,2017-08-19,14.3,3109,4,3,2,654.0,213.20408163265307,1945,-37.79739,145.14671,Eastern Metropolitan,10999,1
Doncaster East,40 Saxonwood Dr,3,h,1408000.0,S,Jellis,2017-08-19,14.3,3109,3,1,2,656.0,172.73469387755102,1980,-37.78081,145.15861,Eastern Metropolitan,10999,1
Donvale,416 Serpells Tce,4,h,1200000.0,PI,Barry,2017-08-19,16.1,3111,4,2,2,375.0,254.0,1998,-37.77559,145.17933,Eastern Metropolitan,4790,0
Donvale,2/9 Standring Cl,3,h,988000.0,S,Barry,2017-08-19,16.1,3111,3,2,2,243.0,150.0,2012,-37.78298,145.17682,Eastern Metropolitan,4790,0
Eaglemont,36 Silverdale Rd,3,h,1925000.0,S,Nelson,2017-08-19,8.9,3084,3,2,2,780.0,169.3387755102041,2012,-37.76617,145.05332,Eastern Metropolitan,1651,1
Edithvale,115 Ella Gr,3,h,875000.0,SP,Eview,2017-08-19,27.0,3196,3,1,3,694.0,136.0,1975,-38.03819,145.12443000000005,South-Eastern Metropolitan,2546,0
Elsternwick,8 Prentice St,3,h,2105000.0,S,Biggin,2017-08-19,7.2,3185,3,2,1,346.0,180.0,1890,-37.88319,145.01142,Southern Metropolitan,4898,0
Elsternwick,30 Shoobra Rd,4,h,2410000.0,PI,Biggin,2017-08-19,7.2,3185,4,2,1,390.0,120.0,1920,-37.88785,145.00795,Southern Metropolitan,4898,0
Eltham,5 Thomas St,3,h,810000.0,VB,Morrison,2017-08-19,18.0,3095,3,2,2,868.0,135.0,1980,-37.70659000000001,145.16345,Eastern Metropolitan,6990,0
Eltham North,3 Michael Ct,6,h,1115000.0,S,Barry,2017-08-19,18.0,3095,6,3,4,966.0,332.0,1990,-37.68927,145.1491,Eastern Metropolitan,2346,0
Epping,28 Supply Dr,3,h,678000.0,S,hockingstuart,2017-08-19,19.6,3076,3,1,2,553.0,172.0612244897959,1980,-37.65701,145.02621000000005,Northern Metropolitan,10926,1
Epping,16 Woodfull Wy,4,h,681000.0,S,Ray,2017-08-19,19.6,3076,4,2,2,647.0,182.54551020408164,1957,-37.64213,145.06141000000005,Northern Metropolitan,10926,1
Essendon,83 Nimmo St,4,h,1600000.0,S,Nelson,2017-08-19,7.5,3040,4,4,3,543.0,259.0,2015,-37.74633,144.89643999999996,Western Metropolitan,9264,0
Fairfield,151 Perry St,4,h,1280000.0,S,Jellis,2017-08-19,5.7,3078,4,2,2,485.0,133.0,1920,-37.77044,145.02465,Northern Metropolitan,2970,0
Fawkner,68 Queens Pde,4,h,874000.0,S,Brad,2017-08-19,13.1,3060,4,1,2,687.0,174.58163265306123,1980,-37.71879000000001,144.9651,Northern Metropolitan,5070,1
Ferntree Gully,93 Burke Rd,3,h,770000.0,S,Barry,2017-08-19,24.8,3156,3,1,0,720.0,201.89795918367346,1970,-37.87356,145.27515,Eastern Metropolitan,10788,1
Ferntree Gully,3 Kirby Ct,4,h,875000.0,S,Noel,2017-08-19,24.8,3156,4,3,4,793.0,225.0,1980,-37.88793,145.27561,Eastern Metropolitan,10788,0
Fitzroy,4/118 Rose St,1,t,580000.0,VB,Nelson,2017-08-19,2.1,3065,1,1,1,782.0,67.0,1998,-37.79617,144.97982,Northern Metropolitan,5825,0
Flemington,80 Dover St,3,t,1017500.0,S,Jellis,2017-08-19,3.4,3031,3,2,2,459.0,153.0,2003,-37.78273,144.92358000000004,Northern Metropolitan,3593,0
Footscray,28 Central Av,2,h,942000.0,SP,Jas,2017-08-19,5.1,3011,2,1,1,241.0,91.0,1915,-37.79583,144.89406,Western Metropolitan,7570,0
Footscray,84 MacPherson St,3,h,1320000.0,S,Jas,2017-08-19,5.1,3011,3,2,0,495.0,168.72367346938773,2004,-37.796,144.88966000000005,Western Metropolitan,7570,1
Frankston,24 Gretana Cr,3,h,550000.0,VB,Eview,2017-08-19,38.0,3199,3,2,1,539.0,163.02816326530612,1971,-38.14406,145.16352,South-Eastern Metropolitan,17055,1
Frankston,10 Helvetia Ct,3,h,690000.0,S,Ray,2017-08-19,38.0,3199,3,2,2,595.0,148.69387755102042,2013,-38.16135,145.13374,South-Eastern Metropolitan,17055,1
Glen Iris,6 Bardolph St,2,h,708000.0,S,Jellis,2017-08-19,7.3,3146,2,1,1,151.0,95.51020408163265,2010,-37.85156,145.07958,Southern Metropolitan,10412,1
Glen Iris,72 Bath Rd,3,h,1300000.0,VB,Kay,2017-08-19,7.3,3146,3,1,2,403.0,124.0,1960,-37.85574,145.09051000000005,Southern Metropolitan,10412,0
Glen Iris,4 Faircroft Av,3,h,1307500.0,S,Jellis,2017-08-19,7.3,3146,3,1,1,316.0,111.0,1940,-37.84782,145.05004,Southern Metropolitan,10412,0
Glen Iris,1A York Rd,3,h,1390000.0,PI,Jellis,2017-08-19,7.3,3146,3,2,1,303.0,150.0,1940,-37.85678,145.05555,Southern Metropolitan,10412,0
Glen Waverley,22 Campbell St,3,h,1310000.0,S,Harcourts,2017-08-19,16.7,3150,3,1,1,782.0,102.0,1960,-37.86941,145.17108000000005,Eastern Metropolitan,15321,0
Glen Waverley,2 Cherry St,5,h,1285000.0,S,Ray,2017-08-19,16.7,3150,5,2,1,651.0,124.0,1970,-37.8656,145.15034,Eastern Metropolitan,15321,0
Glen Waverley,16 Cooper Av,4,h,1292000.0,S,Barry,2017-08-19,16.7,3150,4,2,2,768.0,169.0,1970,-37.89965,145.17135,Eastern Metropolitan,15321,0
Glen Waverley,31 Paxton Dr,3,h,1300000.0,S,hockingstuart,2017-08-19,16.7,3150,3,2,3,733.0,392.6326530612245,1998,-37.89014,145.18268999999995,Eastern Metropolitan,15321,1
Glen Waverley,480 Springvale Rd,4,h,1155000.0,S,Biggin,2017-08-19,16.7,3150,4,1,1,654.0,201.91836734693877,2000,-37.89769,145.16307,Eastern Metropolitan,15321,1
Glenroy,8A Finchley Av,4,h,831000.0,S,Ray,2017-08-19,11.2,3046,4,3,3,708.0,175.0,2007,-37.70317,144.91396,Northern Metropolitan,8870,0
Glenroy,25 Hilda St,3,h,570000.0,S,YPA,2017-08-19,11.2,3046,3,1,1,308.0,93.0,1950,-37.69879,144.93354,Northern Metropolitan,8870,0
Glenroy,78 Justin Av,2,h,805000.0,SP,RW,2017-08-19,11.2,3046,2,1,4,712.0,82.0,1970,-37.69994000000001,144.93489,Northern Metropolitan,8870,0
Gowanbrae,85 Marigold Cr,4,h,931000.0,S,Nelson,2017-08-19,12.9,3043,4,2,2,462.0,212.0,2008,-37.69953,144.89941000000005,Western Metropolitan,1071,0
Hampton,39 Crisp St,5,h,2500000.0,S,hockingstuart,2017-08-19,13.8,3188,5,4,2,627.0,207.5591836734694,1930,-37.94109,145.00648,Southern Metropolitan,5454,1
Hawthorn East,41 Roseberry St,2,h,1700000.0,S,Jellis,2017-08-19,6.2,3123,2,1,1,223.0,116.3265306122449,1900,-37.82649,145.0483,Southern Metropolitan,6482,1
Heathmont,21 Balfour Av,5,h,1825000.0,SP,Barry,2017-08-19,21.3,3135,5,3,2,779.0,175.72653061224491,1975,-37.83015,145.24171,Eastern Metropolitan,3794,1
Heathmont,4 Lee Ct,3,h,1000000.0,S,Philip,2017-08-19,21.3,3135,3,1,1,715.0,196.0,1950,-37.82707,145.22914,Eastern Metropolitan,3794,1
Highett,13 Tennyson St,3,h,1080000.0,S,hockingstuart,2017-08-19,16.0,3190,3,1,2,652.0,185.82551020408164,1970,-37.95422,145.054,Southern Metropolitan,4794,1
Highett,34 Tennyson St,3,h,2585000.0,S,Buxton,2017-08-19,16.0,3190,3,2,1,703.0,157.91836734693877,1930,-37.95457,145.05387,Southern Metropolitan,4794,1
Highett,13 Train St,5,h,1225000.0,S,Buxton,2017-08-19,16.0,3190,5,2,2,506.0,210.0,1950,-37.94708,145.04056,Southern Metropolitan,4794,0
Hillside,3 Silvana Wy,3,h,478000.0,S,Barry,2017-08-19,18.0,3037,3,1,1,318.0,118.0,2003,-37.70388,144.75259,Western Metropolitan,5556,0
Hoppers Crossing,22 Roseland Cr,3,h,520000.0,S,Reliance,2017-08-19,18.4,3029,3,1,2,538.0,112.0,1980,-37.88531,144.68431,Western Metropolitan,13830,0
Jacana,29 Hendricks Cr,4,h,650000.0,S,Stockdale,2017-08-19,14.0,3047,4,3,1,693.0,120.0,1980,-37.68196,144.90661,Northern Metropolitan,851,0
Keilor East,31 Chappell Pl,4,h,981000.0,S,Nelson,2017-08-19,11.7,3033,4,2,2,633.0,182.0877551020408,2007,-37.7393,144.86338999999995,Western Metropolitan,5629,1
Keilor East,4 Limestone Av,3,h,1295000.0,S,Jellis,2017-08-19,11.7,3033,3,3,2,326.0,271.0,2012,-37.74009,144.87787,Western Metropolitan,5629,0
Keilor East,41 Patricia St,4,h,1250000.0,S,Nelson,2017-08-19,11.7,3033,4,2,2,534.0,211.0,1970,-37.74514,144.87313,Western Metropolitan,5629,0
Keilor East,15 Shelley St,4,h,986000.0,S,Nelson,2017-08-19,11.7,3033,4,1,2,615.0,176.0,1964,-37.74127,144.86648,Western Metropolitan,5629,0
Keilor East,9A The Crossway,3,h,620000.0,PI,Nelson,2017-08-19,11.7,3033,3,2,1,292.0,113.0,2013,-37.74695,144.86625,Western Metropolitan,5629,0
Kensington,89 Stockmans Wy,2,t,841000.0,S,Edward,2017-08-19,3.4,3031,2,1,1,105.0,108.0,2005,-37.79244,144.92036000000004,Northern Metropolitan,5263,0
Kew,30 Stirling St,3,h,2180000.0,S,Jellis,2017-08-19,5.4,3101,3,1,2,372.0,126.0,1905,-37.80946,145.04251000000005,Southern Metropolitan,10331,0
Kew,37 Wellington St,4,h,4000000.0,S,Marshall,2017-08-19,5.4,3101,4,2,3,792.0,205.77551020408163,2014,-37.80926,145.0331,Southern Metropolitan,10331,1
Kew,108 Willsmere Rd,3,h,1775000.0,VB,Jellis,2017-08-19,5.4,3101,3,2,4,733.0,392.6326530612245,1940,-37.79398,145.03777,Southern Metropolitan,10331,1
Kew East,13 Ramsay Av,3,h,2118000.0,S,Nelson,2017-08-19,7.3,3102,3,2,2,664.0,188.0,1930,-37.79639,145.04595,Southern Metropolitan,2671,0
Kilsyth,47 Churchill Wy,3,h,710000.0,SP,McGrath,2017-08-19,26.0,3137,3,1,2,837.0,130.0,1960,-37.79682,145.30467,Eastern Metropolitan,4654,0
Kilsyth,16 Regina St,3,h,780000.0,SP,McGrath,2017-08-19,26.0,3137,3,2,1,862.0,162.0,1986,-37.80212,145.33016999999995,Eastern Metropolitan,4654,0
Lalor,11 Delmare St,3,h,700000.0,S,HAR,2017-08-19,16.3,3075,3,1,1,537.0,103.0,1975,-37.66958,145.02941,Northern Metropolitan,8279,0
