Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,BuildingArea_missing,time,time_cont,time_cos,time_sq
Carnegie,1/52 Leila Rd,3,u,1275000.0,S,Woodards,2017-06-03,10.1,3163,3,2,2,750.0,132.0,1984,-37.90092,145.04924,Southern Metropolitan,7822,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
South Yarra,6/1 Walsh St,2,u,1300000.0,PI,Williams,2016-10-08,3.3,3141,2,2,1,107.0,107.0,1980,-37.8376,144.9847,Southern Metropolitan,14887,0,736200,0.18382978723404256,0.4038850357274254,0.033793390674513354
Malvern East,18 Grant St,4,h,2960000.0,S,Marshall,2016-08-22,11.2,3145,5,2,4,798.0,203.47368421052633,1945,-37.8719,145.0511,Southern Metropolitan,8801,1,736596,0.5208510638297872,-0.9914303140822635,0.271285830692621
Newport,16 Blenheim Rd,3,h,1176000.0,S,hockingstuart,2016-06-18,8.4,3015,3,1,2,767.0,111.0,1960,-37.8466,144.8636,Western Metropolitan,5498,0,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
Kensington,607/255 Racecourse Rd,2,u,630000.0,S,Nelson,2017-03-04,4.2,3031,2,2,1,87.57894736842105,87.57894736842105,2007,-37.7886,144.9328,Northern Metropolitan,5263,1,736361,0.32085106382978723,-0.43061164574291433,0.1029454051607062
West Footscray,13 Soudan Rd,3,h,840000.0,S,Brad,2016-12-10,8.2,3012,3,1,1,442.0,123.0,1950,-37.7914,144.8812,Western Metropolitan,5058,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Thornbury,1/295 Rossmoyne St,2,u,560000.0,S,Nelson,2016-09-17,6.5,3071,2,1,2,69.78947368421052,69.78947368421052,1960,-37.7591,145.0208,Northern Metropolitan,8870,1,736458,0.4034042553191489,-0.8214034466813358,0.16273499320959708
Preston,340 Plenty Rd,4,h,950000.0,S,McGrath,2017-09-23,8.4,3072,4,1,2,678.0,201.8421052631579,1928,-37.74283,145.0086,Northern Metropolitan,14577,1,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Maribyrnong,3/4 Navigator St,2,u,330000.0,S,Woodards,2016-07-30,8.7,3032,2,1,1,69.78947368421052,69.78947368421052,1970,-37.7689,144.8981,Western Metropolitan,4918,1,736824,0.7148936170212766,-0.2187955187710754,0.5110728836577637
Beaumaris,73 Charman Rd,4,h,1221000.0,PI,Ray,2017-07-01,17.3,3193,4,2,3,554.0,193.1578947368421,1925,-37.98139000000001,145.05251,Southern Metropolitan,5366,1,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Altona,24 Wren St,4,h,845000.0,S,hockingstuart,2017-02-11,13.8,3018,4,1,2,745.0,130.0,1950,-37.8658,144.8155,Western Metropolitan,5301,0,736559,0.48936170212765956,-0.9977668786231532,0.2394748755092802
Donvale,2/9 Standring Cl,3,h,988000.0,S,Barry,2017-08-19,16.1,3111,3,2,2,243.0,150.0,2012,-37.78298,145.17682,Eastern Metropolitan,4790,0,736871,0.7548936170212766,0.030742657968892046,0.5698643730194658
Niddrie,1 Cuthbert St,2,h,800000.0,S,Frank,2017-09-23,10.4,3042,2,1,2,352.0,83.0,1950,-37.7361,144.88306,Western Metropolitan,2291,0,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Sunshine,11 Brislington St,3,h,679500.0,S,Sweeney,2016-07-26,12.6,3020,3,1,1,351.0,125.0,2002,-37.7843,144.8392,Western Metropolitan,3755,0,736704,0.6127659574468085,-0.7593196378058058,0.3754821186057039
Kew,5 Regency Gr,4,h,2045000.0,S,Fletchers,2017-08-26,5.4,3101,4,3,2,523.0,185.1357894736842,1970,-37.80828,145.06027,Southern Metropolitan,10331,1,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Kensington,114/71 Henry St,1,u,365000.0,VB,Edward,2016-12-10,4.2,3031,1,1,1,47.0,47.0,2012,-37.7961,144.9261,Northern Metropolitan,5263,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Malvern,109/14 Elizabeth St,2,u,650000.0,VB,Gary,2016-06-18,7.4,3144,2,2,1,87.57894736842105,87.57894736842105,1999,-37.8514,145.0361,Southern Metropolitan,4675,1,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
South Yarra,1906/229 Toorak Rd,1,u,402000.0,S,LITTLE,2016-12-03,3.3,3141,1,1,1,54.578947368421055,54.578947368421055,2013,-37.8392,144.9947,Southern Metropolitan,14887,1,736074,0.07659574468085106,0.8864099433524301,0.0058669081032141236
Dandenong,43 Power St,3,h,665000.0,PI,Stockdale,2017-05-27,24.7,3175,3,1,2,540.0,176.31578947368422,2007,-37.98914,145.22531,South-Eastern Metropolitan,10894,1,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Essendon,4/10 Ardoch St,2,u,453000.0,S,Nelson,2016-11-19,8.0,3040,2,1,1,69.78947368421052,69.78947368421052,1965,-37.7494,144.921,Western Metropolitan,9264,1,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Lalor,13 Rosemary Dr,3,h,572000.0,S,Love,2017-05-27,16.3,3075,3,1,2,640.0,140.0,1975,-37.6591,145.00548999999995,Northern Metropolitan,8279,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Camberwell,4/24 Seville St,2,u,771000.0,S,Fletchers,2017-04-08,7.8,3124,2,1,1,512.0,173.51105263157896,1960,-37.8434,145.0675,Southern Metropolitan,8920,1,736493,0.43319148936170215,-0.9131825981836027,0.1876548664554097
Kensington,14 Hardiman St,3,h,1470000.0,S,Nelson,2017-03-04,4.2,3031,3,1,1,199.0,121.0,1910,-37.7957,144.93200000000004,Northern Metropolitan,5263,0,736361,0.32085106382978723,-0.43061164574291433,0.1029454051607062
Hadfield,40 Angus St,3,h,740000.0,S,Barry,2016-11-12,12.1,3046,3,1,1,568.0,115.0,1960,-37.7077,144.9438,Northern Metropolitan,2606,0,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
North Melbourne,181 Abbotsford St,2,h,1100000.0,PI,Nelson,2017-09-03,1.8,3051,2,1,0,129.0,95.64736842105263,1880,-37.80318,144.94513,Northern Metropolitan,6821,1,736403,0.3565957446808511,-0.6207984922906891,0.12716052512449075
Glenroy,11 Salisbury St,3,h,935000.0,S,Stockdale,2017-04-29,13.0,3046,3,1,2,666.0,176.0,1960,-37.7015,144.9191,Northern Metropolitan,8870,0,737123,0.9693617021276596,0.9815278520011361,0.9396621095518335
Kew,37 Wellington St,4,h,4000000.0,S,Marshall,2017-08-19,5.4,3101,4,2,3,792.0,236.10526315789474,1950,-37.80926,145.0331,Southern Metropolitan,10331,1,736871,0.7548936170212766,0.030742657968892046,0.5698643730194658
Glen Huntly,2/4 Hinton Rd,2,t,635000.0,PI,Ray,2016-11-19,10.4,3163,2,2,1,81.0,2.0,2016,-37.8877,145.0449,Southern Metropolitan,2403,0,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Kew,23 Campbell St,3,h,1875000.0,S,Noel,2016-09-10,5.6,3101,3,2,2,426.0,154.94736842105263,2016,-37.8012,145.0514,Southern Metropolitan,10331,1,736248,0.2246808510638298,0.15841473287427668,0.05048148483476687
South Melbourne,296 Albert Rd,3,h,1825000.0,S,Marshall,2016-06-18,2.1,3205,3,2,2,151.0,153.0,1900,-37.8383,144.9632,Southern Metropolitan,5943,0,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
Bentleigh East,1 Sassella St,3,h,1311000.0,SP,Jellis,2017-08-26,13.8,3165,3,2,3,632.0,194.0,1950,-37.92599000000001,145.07537,Southern Metropolitan,10969,0,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Carlton North,700 Rathdowne St,4,h,2175000.0,S,Woodards,2016-05-07,3.2,3054,3,1,0,418.0,163.0,1920,-37.7808,144.9736,Northern Metropolitan,3106,0,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
Fitzroy North,421 Rae St,2,h,1283000.0,S,Nelson,2016-08-28,3.5,3068,2,1,2,204.0,118.94736842105263,2015,-37.7824,144.9801,Northern Metropolitan,6244,1,736776,0.6740425531914893,-0.4593423835214421,0.4543333635129017
Middle Park,158 Neville St,2,h,1300000.0,S,hockingstuart,2017-04-08,4.1,3206,2,1,0,132.0,80.0,1900,-37.8527,144.9657,Southern Metropolitan,2019,0,736493,0.43319148936170215,-0.9131825981836027,0.1876548664554097
Elwood,6/229 Brighton Rd,2,u,696750.0,S,Chisholm,2017-06-03,7.2,3184,2,1,1,83.0,83.0,1930,-37.88094,144.99471,Southern Metropolitan,8989,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Yarraville,2/150 Hyde St,2,u,650000.0,SP,Jas,2017-05-13,7.0,3013,2,2,2,92.0,92.0,1985,-37.8161,144.8967,Western Metropolitan,6543,0,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Coburg,5A Hardwick St,2,t,876000.0,S,Woodards,2017-07-08,6.7,3058,2,2,1,134.0,100.0,2014,-37.74914,144.96826,Northern Metropolitan,11204,0,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Thornbury,29 Collins St,2,h,1211000.0,S,hockingstuart,2017-02-25,6.5,3071,2,1,0,302.0,97.0,1915,-37.7549,145.0035,Northern Metropolitan,8870,0,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Coburg,17 Sutherland St,3,h,960000.0,S,Nelson,2017-09-23,6.7,3058,3,1,3,491.0,135.80263157894737,1985,-37.73913,144.96086,Northern Metropolitan,11204,1,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Ascot Vale,26 Newsom St,3,h,1000000.0,PI,Brad,2016-11-12,5.9,3032,3,2,2,440.0,120.0,1955,-37.7746,144.9031,Western Metropolitan,6567,0,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
South Yarra,65 Caroline St,3,t,3475000.0,S,Marshall,2017-05-20,3.3,3141,3,3,1,296.0,165.89473684210526,1890,-37.8366,144.9882,Southern Metropolitan,14887,1,736865,0.7497872340425532,-0.0013368475395042162,0.5621808963331825
Kensington,56 Tennyson St,3,h,1050000.0,S,Edward,2016-06-04,4.2,3031,3,1,1,274.0,121.89473684210526,1900,-37.7984,144.929,Northern Metropolitan,5263,1,736032,0.04085106382978723,0.9672394771248867,0.0016688094160253507
Pascoe Vale,1/22 Archibald St,3,t,900000.0,S,Nelson,2017-08-12,8.5,3044,3,2,1,149.0,149.0,2014,-37.72882,144.93301,Northern Metropolitan,7485,0,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Albert Park,364 Montague St,2,h,1562500.0,S,Greg,2016-10-15,3.3,3206,2,1,0,141.0,83.0,1890,-37.8424,144.9562,Southern Metropolitan,3280,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Oak Park,107 New Rd,5,h,955000.0,S,Nelson,2017-09-16,11.2,3046,5,2,4,838.0,253.6315789473684,1996,-37.71302,144.90338,Northern Metropolitan,2651,1,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
Hawthorn,4/162 Barkers Rd,1,h,300000.0,VB,Ray,2017-05-13,4.6,3122,1,1,1,75.73684210526316,75.73684210526316,1930,-37.8143,145.0319,Southern Metropolitan,11308,1,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Malvern,18 Soudan St,5,h,4240000.0,S,Marshall,2016-11-19,7.4,3144,5,3,3,580.0,320.0,1890,-37.8653,145.0304,Southern Metropolitan,4675,0,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Richmond,4/12 Woodlawn St,2,u,717000.0,S,Nelson,2017-06-24,2.4,3121,2,1,0,316.0,112.15789473684211,1999,-37.82295,144.99146000000005,Northern Metropolitan,14949,1,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Kensington,3/58 Rankins Rd,1,t,500000.0,VB,Nelson,2017-07-01,3.4,3031,1,1,0,142.0,93.36842105263158,1960,-37.79059,144.93145,Northern Metropolitan,5263,1,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Coburg,15/1 Manna Gum Ct,3,t,590000.0,PI,Brace,2016-09-17,7.8,3058,3,2,2,168.0,168.0,1920,-37.7372,144.9764,Northern Metropolitan,11204,0,736458,0.4034042553191489,-0.8214034466813358,0.16273499320959708
Heathmont,91 Campbell St,4,h,1270500.0,S,Philip,2017-07-22,21.3,3135,4,2,3,801.0,180.0,1957,-37.82734,145.24487,Eastern Metropolitan,3794,0,736949,0.8212765957446808,0.43302321402763627,0.6744952467179719
Hampton East,17 Wishart St,3,h,952000.0,S,Hodges,2016-11-12,14.5,3188,3,2,2,246.0,122.85263157894735,1995,-37.9356,145.0268,Southern Metropolitan,2356,1,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
Niddrie,48 Ida St,4,h,1315000.0,S,Barry,2017-06-24,10.4,3042,4,2,2,650.0,193.3394736842105,2005,-37.74549,144.88666,Western Metropolitan,2291,1,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Fairfield,197 Station St,4,h,1160000.0,PI,Nelson,2016-05-07,5.8,3078,4,2,1,381.0,145.0,1890,-37.7735,145.0192,Northern Metropolitan,2970,0,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
Balwyn North,1/6 Corhampton Rd,3,u,1600000.0,S,Marshall,2017-07-29,9.7,3104,3,2,2,314.0,148.73684210526315,2012,-37.79386,145.06746,Southern Metropolitan,7809,1,737159,1.0,1.0,1.0
Bulleen,19 Barak St,4,h,1100000.0,PI,Barry,2016-09-24,11.8,3105,4,2,2,693.0,212.0,1975,-37.7743,145.0863,Eastern Metropolitan,4480,0,736668,0.5821276595744681,-0.8697882538649374,0.3388726120416478
Glen Iris,3/2 Victor Rd,3,t,1160000.0,S,Tim,2017-09-03,7.3,3146,3,2,2,203.0,132.21052631578948,2009,-37.86248,145.06682,Southern Metropolitan,10412,1,736403,0.3565957446808511,-0.6207984922906891,0.12716052512449075
Newport,26 Mirls St,4,h,1567000.0,S,Sweeney,2017-09-09,6.2,3015,4,2,2,409.0,181.0,1910,-37.84445,144.87966,Western Metropolitan,5498,0,736583,0.5097872340425532,-0.9981097779620154,0.2598830239927569
Balwyn North,3 Alpha St,4,h,2170000.0,SP,Fletchers,2016-04-16,9.2,3104,4,2,2,1040.0,172.32157894736844,1977,-37.7992,145.0907,Southern Metropolitan,7809,1,736368,0.32680851063829786,-0.4640856639701093,0.10680380262562245
Coburg,15/1 Manna Gum Ct,3,t,550000.0,PI,Brace,2016-05-07,7.8,3058,3,2,2,168.0,168.0,1960,-37.7372,144.9764,Northern Metropolitan,11204,0,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
Glen Iris,30 Valley Pde,4,h,2100000.0,PI,Marshall,2016-11-27,9.2,3146,4,2,2,645.0,216.0,1930,-37.8516,145.061,Southern Metropolitan,10412,0,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Ascot Vale,72 Bloomfield Rd,2,h,1020000.0,PI,Nelson,2017-05-13,5.9,3032,2,1,1,226.0,98.0,1920,-37.7761,144.9165,Western Metropolitan,6567,0,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Caroline Springs,24 Highbury Cl,3,h,700000.0,S,Bells,2017-08-19,14.8,3023,3,2,3,660.0,162.21052631578948,2011,-37.73881,144.73543,Western Metropolitan,7719,1,736871,0.7548936170212766,0.030742657968892046,0.5698643730194658
Northcote,114 Beavers Rd,3,h,1000000.0,VB,Nelson,2017-06-24,5.3,3070,3,1,1,188.0,121.05263157894737,1950,-37.76592,144.99265,Northern Metropolitan,11364,1,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Aberfeldie,13 Valencia St,4,h,1650000.0,SP,Barry,2017-09-16,7.5,3040,4,2,1,484.0,186.0,1950,-37.7609,144.89886,Western Metropolitan,1543,0,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
North Melbourne,110/171 Flemington Rd,2,u,550000.0,SP,Jellis,2016-11-07,2.3,3051,2,1,2,54.0,54.0,1975,-37.7955,144.9492,Northern Metropolitan,6821,0,736182,0.16851063829787233,0.4899328822003795,0.028395835219556357
Clifton Hill,32 Caroline St,4,h,3010000.0,S,Collins,2016-09-10,3.4,3068,4,3,2,382.0,250.0,1903,-37.7897,144.9992,Northern Metropolitan,2954,0,736248,0.2246808510638298,0.15841473287427668,0.05048148483476687
Footscray,88 Victoria St,3,h,875000.0,S,Village,2017-03-18,6.4,3011,3,1,0,262.0,92.0,1910,-37.8022,144.8924,Western Metropolitan,7570,0,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Carnegie,1/52 Neville St,4,t,1100000.0,S,hockingstuart,2016-04-23,11.4,3163,4,3,2,305.0,159.3684210526316,1996,-37.8978,145.0506,Southern Metropolitan,7822,1,736578,0.505531914893617,-0.9993959999183962,0.25556251697600724
Caulfield South,3/29 Sussex Rd,2,u,1091500.0,S,hockingstuart,2017-07-01,8.7,3162,2,2,1,225.0,126.3157894736842,1952,-37.89565,145.0234,Southern Metropolitan,5051,1,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Newport,12 Severn St,2,h,816000.0,S,RT,2016-11-27,8.4,3015,2,1,1,315.0,104.0,1930,-37.8465,144.8714,Western Metropolitan,5498,0,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Thomastown,15 Charlton Pl,3,h,632500.0,S,Harcourts,2017-06-24,15.3,3074,3,1,2,536.0,121.12526315789474,2011,-37.67669,144.99197,Northern Metropolitan,7955,1,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Bentleigh East,14 York St,3,h,1228000.0,S,hockingstuart,2017-06-17,13.8,3165,3,1,2,623.0,120.47368421052632,1970,-37.91943,145.06801000000004,Southern Metropolitan,10969,1,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Sunbury,17 Mudie Av,4,h,512500.0,S,Raine,2017-07-08,31.7,3429,4,2,2,581.0,139.0,1960,-37.57355,144.70854,Western Metropolitan,14092,0,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Richmond,16/297 Church St,2,u,666000.0,S,hockingstuart,2017-07-29,2.4,3121,2,1,1,60.0,60.0,1970,-37.8211,144.99896,Northern Metropolitan,14949,0,737159,1.0,1.0,1.0
Elsternwick,5 Baxter St,3,h,1390000.0,PI,Biggin,2016-10-15,8.5,3185,3,1,2,463.0,102.0,1969,-37.8879,145.0134,Southern Metropolitan,4898,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Huntingdale,50 Ross St,4,h,1145000.0,S,Ray,2017-06-17,12.3,3166,4,1,2,603.0,151.0,1960,-37.90822,145.11146000000005,Southern Metropolitan,768,0,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Keilor East,8 Alwyn Ct,3,h,715000.0,SP,Moonee,2016-07-30,12.8,3033,3,2,4,598.0,123.0,1970,-37.7487,144.8526,Western Metropolitan,5629,0,736824,0.7148936170212766,-0.2187955187710754,0.5110728836577637
Ormond,58 Draper St,4,h,1845000.0,S,Buxton,2016-10-15,11.8,3204,4,3,1,718.0,189.0,1939,-37.9061,145.0509,Southern Metropolitan,3578,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Thornbury,68 Wilmoth St,2,h,1100000.0,SP,McGrath,2017-04-29,6.5,3071,3,1,1,330.0,132.0,1930,-37.7629,145.0165,Northern Metropolitan,8870,0,737123,0.9693617021276596,0.9815278520011361,0.9396621095518335
Port Melbourne,202/52 Dow St,1,u,470000.0,PI,Marshall,2016-05-28,3.8,3207,1,1,1,54.578947368421055,54.578947368421055,2004,-37.8431,144.9403,Southern Metropolitan,8648,1,736740,0.6434042553191489,-0.6207984922906896,0.41396903576278854
Epping,59 Greenfields Dr,4,h,940000.0,SP,Iconek,2017-07-01,19.6,3076,4,3,2,508.0,364.0,2012,-37.62693,145.01563000000004,Northern Metropolitan,10926,0,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Hawthorn East,16/799 Burwood Rd,2,u,444000.0,S,LITTLE,2016-06-18,7.5,3123,2,1,1,68.0,68.0,1970,-37.8245,145.0527,Southern Metropolitan,6482,0,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
Hawthorn,13/44 Burwood Rd,2,u,627500.0,S,Jellis,2016-08-28,4.6,3122,2,2,2,89.0,89.0,2000,-37.8213,145.0224,Southern Metropolitan,11308,0,736776,0.6740425531914893,-0.4593423835214421,0.4543333635129017
Hawthorn,3/185 Auburn Rd,2,u,545000.0,S,Jellis,2016-12-10,4.6,3122,2,1,1,69.78947368421052,69.78947368421052,2004,-37.8258,145.0446,Southern Metropolitan,11308,1,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Heidelberg West,73 Pacific Dr,3,h,560000.0,SP,William,2016-12-03,9.4,3081,3,1,1,523.0,87.0,1960,-37.7369,145.0376,Eastern Metropolitan,2674,0,736074,0.07659574468085106,0.8864099433524301,0.0058669081032141236
Bayswater,17 Orange Gr,3,h,700000.0,S,Biggin,2017-06-03,23.2,3153,3,2,1,509.0,140.0,1980,-37.84823,145.26673,Eastern Metropolitan,5030,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Hampton,14 Kanowna St,3,h,1850000.0,VB,McGrath,2017-09-09,13.8,3188,3,1,2,697.0,132.75105263157894,1930,-37.94435,145.00927,Southern Metropolitan,5454,1,736583,0.5097872340425532,-0.9981097779620154,0.2598830239927569
Yarraville,5 Maryston St,3,h,1360000.0,PI,Jas,2017-09-23,6.3,3013,3,1,1,479.0,128.0,1930,-37.81279,144.87717,Western Metropolitan,6543,0,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Moorabbin,28 Grandview Gr,3,h,1321000.0,S,Charlton,2017-04-08,14.6,3189,3,1,2,688.0,145.28947368421052,1956,-37.9432,145.0462,Southern Metropolitan,2555,1,736493,0.43319148936170215,-0.9131825981836027,0.1876548664554097
Blackburn South,17 Drummond St,3,h,1246000.0,SA,Fletchers,2017-08-12,13.4,3130,3,1,2,702.0,133.57894736842104,1980,-37.83504,145.15941,Eastern Metropolitan,4387,1,736661,0.5761702127659575,-0.8876444302780825,0.3319721140787687
Surrey Hills,1/21 Wharton St,2,u,760000.0,S,Noel,2016-10-08,11.2,3127,2,1,1,681.0,80.0,1968,-37.8159,145.091,Southern Metropolitan,5457,0,736200,0.18382978723404256,0.4038850357274254,0.033793390674513354
South Melbourne,54b Napier St,2,u,612000.0,S,Greg,2016-05-14,2.1,3205,2,1,1,69.78947368421052,69.78947368421052,1937,-37.8346,144.9673,Southern Metropolitan,5943,1,736320,0.28595744680851065,-0.22401019408829695,0.0817716613852422
Broadmeadows,12 Merricks St,3,h,575500.0,S,Barry,2017-09-23,14.0,3047,3,1,3,580.0,131.26315789473685,1890,-37.6798,144.90936000000005,Northern Metropolitan,4294,1,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Brighton,33a Durrant St,2,h,1532000.0,S,Hodges,2016-08-22,11.2,3186,2,1,2,411.0,165.0,1910,-37.9095,145.004,Southern Metropolitan,10579,0,736596,0.5208510638297872,-0.9914303140822635,0.271285830692621
Maribyrnong,28 Blair St,2,t,400000.0,PI,Rendina,2016-09-24,8.7,3032,2,1,2,54.0,85.0,2000,-37.774,144.8797,Western Metropolitan,4918,0,736668,0.5821276595744681,-0.8697882538649374,0.3388726120416478
Camberwell,22 Spencer Rd,4,h,1855000.0,S,O'Donoghues,2017-05-20,7.8,3124,4,1,1,500.0,208.21052631578948,1960,-37.8304,145.0709,Southern Metropolitan,8920,1,736865,0.7497872340425532,-0.0013368475395042162,0.5621808963331825
Bentleigh,17 Smith St,6,h,1900000.0,S,hockingstuart,2016-11-27,13.0,3204,6,3,2,708.0,275.0,1988,-37.9181,145.04399999999995,Southern Metropolitan,6795,0,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Heidelberg Heights,78 Edwin St,5,h,1587500.0,S,Miles,2016-08-06,10.5,3081,4,5,2,599.0,238.52631578947367,2013,-37.7521,145.0505,Eastern Metropolitan,2947,1,736116,0.1123404255319149,0.7610567432439833,0.012620371208691717
South Yarra,402/89 River St,2,u,801000.0,S,Biggin,2016-08-06,3.3,3141,2,2,1,87.57894736842105,87.57894736842105,2000,-37.8361,144.9966,Southern Metropolitan,14887,1,736116,0.1123404255319149,0.7610567432439833,0.012620371208691717
Surrey Hills,61 Broughton Rd,3,h,1525000.0,S,Fletchers,2017-05-13,11.2,3127,3,2,2,347.0,195.0,2013,-37.8323,145.105,Southern Metropolitan,5457,0,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Glenroy,1/14 Newton St,3,t,680000.0,SP,Stockdale,2017-04-29,13.0,3046,3,2,2,243.0,133.0,2014,-37.7116,144.9357,Northern Metropolitan,8870,0,737123,0.9693617021276596,0.9815278520011361,0.9396621095518335
Mitcham,29 Highland Av,4,h,1185000.0,S,Fletchers,2017-08-26,17.2,3132,4,3,2,649.0,225.91842105263157,1970,-37.81175,145.20501000000004,Eastern Metropolitan,6871,1,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Watsonia,2/63 Devonshire Rd,2,u,604000.0,S,Ray,2017-07-15,14.5,3087,2,1,1,151.0,91.21052631578948,1920,-37.71298,145.08115,Northern Metropolitan,2329,1,736739,0.6425531914893617,-0.6249817922263516,0.4128746038931644
Bulleen,1 Fuller St,4,h,1351000.0,S,Jellis,2016-05-28,11.8,3105,4,2,2,740.0,193.7121052631579,1960,-37.7781,145.0901,Eastern Metropolitan,4480,1,736740,0.6434042553191489,-0.6207984922906896,0.41396903576278854
Bentleigh East,24 Brooks St,4,h,1220000.0,S,Hodges,2016-06-04,13.9,3165,3,2,2,585.0,178.0,1950,-37.9167,145.0771,Southern Metropolitan,10969,0,736032,0.04085106382978723,0.9672394771248867,0.0016688094160253507
South Melbourne,294 Moray St,2,h,1355000.0,S,Marshall,2016-12-03,2.1,3205,2,1,0,101.0,94.63157894736842,1940,-37.8359,144.9644,Southern Metropolitan,5943,1,736074,0.07659574468085106,0.8864099433524301,0.0058669081032141236
Brunswick,17 Sutherland St,2,h,1015000.0,S,Nelson,2017-03-18,5.2,3056,2,1,0,453.0,86.0,1920,-37.762,144.9547,Northern Metropolitan,11918,0,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Burnside,18 Fydler Av,3,h,580000.0,S,YPA,2017-08-26,14.8,3023,3,2,2,461.0,174.0,2000,-37.74518,144.74708,Western Metropolitan,1607,0,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Sunshine West,3 Arnold St,3,h,650000.0,S,Douglas,2017-08-19,10.5,3020,3,1,1,650.0,117.0,1965,-37.78651,144.81357,Western Metropolitan,6763,0,736871,0.7548936170212766,0.030742657968892046,0.5698643730194658
Sunshine North,121 Warwick Rd,3,h,605000.0,SP,Barry,2016-11-12,13.3,3020,3,1,1,617.0,152.70947368421054,1938,-37.7683,144.8314,Western Metropolitan,4217,1,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
South Melbourne,3 Park Pl,1,u,760500.0,S,Marshall,2016-06-04,2.1,3205,2,0,0,438.0,122.52631578947368,1935,-37.8353,144.96,Southern Metropolitan,5943,1,736032,0.04085106382978723,0.9672394771248867,0.0016688094160253507
Moonee Ponds,36 Scotia St,3,h,850000.0,S,Nelson,2016-07-26,6.9,3039,3,2,1,271.0,143.0,1915,-37.7682,144.9058,Western Metropolitan,6232,0,736704,0.6127659574468085,-0.7593196378058058,0.3754821186057039
Altona,156 Maidstone St,3,h,660000.0,VB,Greg,2016-05-07,13.8,3018,3,1,1,602.0,123.0,1955,-37.8616,144.8116,Western Metropolitan,5301,0,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
